IF4512;-;10.00;18.00;3;3,4
IF4512;-;10.00;16.00;2;1,5
IF4512;-;10.00;16.00;1;2,5
IF4513;-;09.00;13.00;2;1,3,5
IF4513;-;09.00;13.00;2;2
IF4514;-;07.00;15.00;4;4,5
IF4514;-;07.00;12.00;2;1,3
IF4515;-;07.00;09.00;2;1,3
IF4515;-;07.00;15.00;2;4,5
IF4516;-;07.00;09.00;2;1,3
IF4516;-;07.00;15.00;2;4,5
IF4517;-;07.00;12.00;1;1,3
IF4517;-;13.00;15.00;1;2,4,5
IF4518;-;07.00;15.00;3;1,2,3
IF4518;-;10.00;15.00;2;4,5
IF4519;-;07.00;09.00;1;1,3
IF4519;-;07.00;15.00;1;2
IF4520;-;09.00;13.00;2;1,3,5
IF4520;-;07.00;15.00;2;2,4
IF4541;-;07.00;12.00;2;1,3,5
IF4541;-;09.00;12.00;3;2,4
IF4542;-;10.00;18.00;3;3,4
IF4542;-;10.00;16.00;2;1,5
IF4542;-;10.00;16.00;1;2,5
IF4543;-;09.00;13.00;2;1,3,5
IF4543;-;09.00;13.00;2;2
IF4544;-;07.00;15.00;4;4,5
IF4544;-;07.00;12.00;2;1,3
IF4545;-;07.00;09.00;2;1,3
IF4545;-;07.00;15.00;2;4,5
IF4546;-;07.00;09.00;2;1,3
IF4546;-;07.00;15.00;2;4,5
IF4547;-;07.00;12.00;1;1,3
IF4547;-;13.00;15.00;1;2,4,5
IF4548;-;07.00;15.00;3;1,2,3
IF4548;-;10.00;15.00;2;4,5
IF4549;-;07.00;09.00;1;1,3
IF4549;-;07.00;15.00;1;2
IF4540;-;09.00;13.00;2;1,3,5
IF4540;-;07.00;15.00;2;2,4
IF4551;-;07.00;12.00;2;1,3,5
IF4551;-;09.00;12.00;3;2,4
IF4552;-;10.00;18.00;3;3,4
IF4552;-;10.00;16.00;2;1,5
IF4552;-;10.00;16.00;1;2,5
IF4553;-;09.00;13.00;2;1,3,5
IF4553;-;09.00;13.00;2;2
IF4554;-;07.00;15.00;4;2,4,5
IF4554;-;07.00;12.00;2;1,3
IF4555;-;07.00;09.00;2;1,3
IF4555;-;07.00;15.00;2;4,5
IF4556;-;07.00;09.00;2;1,3
IF4556;-;07.00;15.00;2;4,5
IF4557;-;07.00;12.00;1;1,3
IF4557;-;13.00;15.00;1;2,4,5
IF4558;-;07.00;15.00;3;1,2,3
IF4558;-;10.00;15.00;2;4,5
IF4559;-;07.00;09.00;1;1,3
IF4559;-;07.00;15.00;1;2
IF4550;-;09.00;13.00;2;1,3,5
IF4550;-;07.00;15.00;2;2,4
IF4561;-;07.00;12.00;2;1,3,5
IF4561;-;09.00;12.00;3;2,4
IF4562;-;10.00;18.00;3;3,4
IF4562;-;10.00;16.00;2;1,5
IF4562;-;10.00;16.00;4;2,5
IF4563;-;09.00;13.00;2;1,3,5
IF4563;-;09.00;13.00;2;2
IF4564;-;07.00;15.00;4;4,5
IF4564;-;07.00;12.00;2;1,3
IF4565;-;07.00;09.00;2;1,3
IF4565;-;07.00;15.00;2;4,5
IF4566;-;07.00;09.00;2;1,3
IF4566;-;07.00;15.00;4;4,5
IF4567;-;07.00;12.00;1;1,3
IF4567;-;13.00;15.00;1;2,4,5
IF4568;-;07.00;15.00;3;1,2,3
IF4568;-;10.00;15.00;2;4,5
IF4569;-;07.00;09.00;1;1,3
IF4569;-;07.00;15.00;1;2
IF4560;-;09.00;13.00;2;1,3,5
IF4560;-;07.00;15.00;2;2,4
IF4571;-;07.00;12.00;2;1,3,5
IF4571;-;09.00;12.00;3;2,4
IF4572;-;10.00;18.00;3;3,4
IF4572;-;10.00;16.00;2;1,5
IF4572;-;10.00;16.00;1;2,5
IF4573;-;09.00;13.00;2;1,3,5
IF4573;-;09.00;13.00;2;2
IF4574;-;07.00;15.00;4;4,5
IF4574;-;07.00;12.00;2;1,3
IF4575;-;07.00;09.00;2;1,3
IF4575;-;07.00;15.00;2;4,5
IF4576;-;07.00;09.00;2;1,3
IF4576;-;07.00;15.00;2;4,5
IF4577;-;07.00;12.00;1;1,3
IF4577;-;13.00;15.00;1;2,4,5
IF4578;-;07.00;15.00;3;1,2,3
IF4578;-;10.00;15.00;2;4,5
IF4579;-;07.00;09.00;1;1,3
IF4579;-;07.00;15.00;1;2
IF4570;-;09.00;13.00;2;1,3,5
IF4570;-;07.00;15.00;2;2,4
IF4581;-;07.00;12.00;2;1,3,5
IF4581;-;09.00;12.00;3;2,4
IF4582;-;10.00;18.00;3;3,4
IF4582;-;10.00;16.00;2;1,5
IF4582;-;10.00;16.00;3;2,5
IF4583;-;09.00;13.00;2;1,3,5
IF4583;-;09.00;13.00;2;2
IF4584;-;07.00;15.00;4;4,5
IF4584;-;07.00;12.00;2;1,3
IF4585;-;07.00;09.00;2;1,3
IF4585;-;07.00;15.00;2;4,5
IF4586;-;07.00;09.00;2;1,3
IF4586;-;07.00;15.00;2;4,5
IF4587;-;07.00;12.00;1;1,3
IF4587;-;13.00;15.00;1;2,4,5
IF4588;-;07.00;15.00;3;1,2,3
IF4588;-;10.00;15.00;2;4,5
IF4589;-;07.00;09.00;1;1,3
IF4589;-;07.00;15.00;1;2
IF4580;-;09.00;13.00;2;1,3,5
IF4580;-;07.00;15.00;2;2,4
IF4591;-;07.00;12.00;2;1,3,5
IF4591;-;09.00;12.00;3;2,4
IF4592;-;10.00;18.00;3;3,4
IF4592;-;10.00;16.00;2;1,5
IF4592;-;10.00;16.00;3;2,5
IF4593;-;09.00;13.00;2;1,3,5
IF4593;-;09.00;13.00;2;2
IF4594;-;07.00;15.00;4;4,5
IF4594;-;07.00;12.00;2;1,3
IF4595;-;07.00;09.00;2;1,3
IF4595;-;07.00;15.00;2;4,5
IF4596;-;07.00;09.00;2;1,3
IF4596;-;07.00;15.00;2;4,5
IF4597;-;07.00;12.00;1;1,3
IF4597;-;13.00;15.00;1;2,4,5
IF4598;-;07.00;15.00;3;1,2,3
IF4598;-;10.00;15.00;2;4,5
IF4599;-;07.00;09.00;1;1,3
IF4599;-;07.00;15.00;4;2
IF4590;-;09.00;13.00;2;1,3,5
IF4590;-;07.00;15.00;2;2,4
IF3111;7605;07.00;12.00;2;1,3,5
IF3111;7605;09.00;12.00;3;2,4
IF3112;7605;10.00;16.00;3;2,3,4
IF3112;7605;10.00;16.00;2;1,5
IF3112;7605;10.00;16.00;3;2,5
IF3113;7605;09.00;13.00;2;1,3,5
IF3113;7605;09.00;13.00;2;2
IF3114;7605;07.00;15.00;4;4,5
IF3114;7605;07.00;12.00;2;1,3
IF3115;7605;07.00;09.00;2;1,3
IF3115;7605;07.00;15.00;2;4,5
IF3116;Labdas1;07.00;09.00;2;1,3
IF3116;Labdas1;07.00;15.00;2;4,5
IF3117;Labdas1;07.00;12.00;1;1,3
IF3117;Labdas1;13.00;15.00;1;2,4,5
IF3118;Labdas1;07.00;15.00;3;1,2,3
IF3118;Labdas1;10.00;15.00;2;4,5
IF3119;Labdas1;07.00;09.00;1;1,3
IF3119;Labdas1;07.00;15.00;1;2
IF3110;Labdas1;09.00;13.00;2;1,3,5
IF3110;Labdas1;07.00;15.00;2;2,4
IF3211;9101;07.00;12.00;2;1,3,5
IF3211;9101;09.00;12.00;3;2,4
IF3212;9101;10.00;18.00;3;3,4
IF3212;9101;10.00;16.00;2;1,5
IF3212;9101;10.00;16.00;3;2,5
IF3213;9101;09.00;13.00;2;1,3,5
IF3213;9101;09.00;13.00;2;2,4
IF3214;9101;07.00;15.00;4;4,5
IF3214;9101;07.00;12.00;2;1,3
IF3215;9101;07.00;09.00;2;1,3
IF3215;9101;07.00;15.00;2;4,5
IF3216;Labdas3;07.00;09.00;2;1,3
IF3216;Labdas3;07.00;15.00;2;4,5
IF3217;Labdas3;07.00;12.00;1;1,3
IF3217;Labdas3;13.00;15.00;2;2,4,5
IF3218;Labdas3;07.00;15.00;3;1,2,3
IF3218;Labdas3;10.00;15.00;2;4,5
IF3219;Labdas3;07.00;09.00;1;1,3
IF3219;Labdas3;07.00;15.00;3;2,4
IF3210;Labdas3;09.00;13.00;2;1,3,5
IF3210;Labdas3;07.00;15.00;2;2,4
IF3311;9103;07.00;12.00;2;1,3,5
IF3311;9103;09.00;12.00;3;2,4
IF3312;9103;10.00;18.00;3;3,4
IF3312;9103;10.00;16.00;2;1,5
IF3312;9103;10.00;16.00;3;2,5
IF3313;9103;09.00;13.00;2;1,3,5
IF3313;9103;09.00;13.00;2;2,4
IF3314;9103;07.00;15.00;4;4,5
IF3314;9103;07.00;12.00;2;1,3
IF3315;9103;07.00;09.00;2;1,3
IF3315;9103;07.00;15.00;2;4,5
IF3316;Labdas5;07.00;09.00;2;1,3
IF3316;Labdas5;07.00;15.00;2;4,5
IF3317;Labdas5;07.00;12.00;1;1,3
IF3317;Labdas5;13.00;15.00;2;2,4,5
IF3318;Labdas5;07.00;15.00;3;1,2,3
IF3318;Labdas5;10.00;15.00;2;4,5
IF3319;Labdas5;07.00;09.00;1;1,3
IF3319;Labdas5;07.00;15.00;1;2
IF3310;Labdas5;09.00;13.00;2;1,3,5
IF3310;Labdas5;07.00;15.00;2;2,4
